Timestamp,Temperature,ElapsedSecs,BatteryVoltage,DeviceNumber,LeftCount,LeftDur,RightCount,RightDur,LeftFeedCount,LeftFeedDur,FeedParadigm
12/12/2024 15:02:53,21.75,15.04,3.78,10,1,0,0,0,0,0,FR1
12/12/2024 15:02:58,21.75,20.48,3.77,10,1,0,0,0,1,0,FR1
12/12/2024 15:03:00,21.75,22.85,3.78,10,1,0,0,0,2,60,FR1
12/12/2024 18:15:33,21.75,621.25,3.77,10,2,34,0,0,2,0,FR1
12/12/2024 18:15:46,21.75,633.93,3.78,10,2,0,0,0,3,756,FR1
12/12/2024 18:16:04,21.75,651.96,3.78,10,2,0,0,0,4,478,FR1
12/12/2024 18:16:11,21.75,659.22,3.77,10,2,0,0,0,5,1844,FR1
12/12/2024 18:16:13,21.75,660.97,3.78,10,2,0,0,0,6,0,FR1
12/12/2024 18:16:24,21.75,671.68,3.77,10,2,0,0,0,7,3891,FR1
12/12/2024 18:16:37,21.75,684.75,3.78,10,2,0,0,0,8,38,FR1
12/12/2024 20:21:32,22.00,1041.05,3.78,10,3,0,0,0,8,0,FR1
12/12/2024 20:21:38,22.00,1046.77,3.77,10,3,0,0,0,9,0,FR1
12/12/2024 20:21:39,22.00,1047.67,3.77,10,3,0,0,0,10,0,FR1
12/12/2024 20:21:51,22.00,1059.86,3.77,10,3,0,0,0,11,0,FR1
12/12/2024 20:40:12,22.00,1160.79,3.77,10,3,0,1,0,11,0,FR1
12/12/2024 20:40:12,22.00,1161.41,3.77,10,3,0,2,0,11,0,FR1
12/12/2024 20:40:13,22.00,1162.02,3.77,10,3,0,3,0,11,0,FR1
12/12/2024 20:40:16,22.00,1162.64,3.77,10,3,0,4,0,11,0,FR1
12/12/2024 20:40:18,22.00,1163.35,3.77,10,3,0,5,100,11,0,FR1
12/12/2024 20:41:15,22.00,1166.49,3.78,10,3,0,6,0,11,0,FR1
12/12/2024 20:47:53,22.00,1185.55,3.77,10,3,0,7,0,11,0,FR1
12/12/2024 21:20:43,22.00,1277.86,3.77,10,3,0,8,0,11,0,FR1
12/12/2024 21:26:32,22.00,1294.69,3.77,10,4,0,8,0,11,0,FR1
12/12/2024 21:26:38,22.00,1300.14,3.77,10,4,0,8,0,12,0,FR1
12/12/2024 21:26:45,22.00,1307.53,3.77,10,4,0,8,0,13,0,FR1
12/12/2024 21:26:54,22.00,1316.74,3.77,10,4,0,8,0,14,2381,FR1
12/12/2024 21:26:57,22.00,1319.35,3.77,10,4,0,8,0,15,12,FR1
12/12/2024 21:27:17,22.00,1339.22,3.77,10,4,0,8,0,16,64,FR1
12/12/2024 21:27:34,22.00,1356.48,3.76,10,4,0,8,0,17,0,FR1
12/12/2024 21:27:43,22.00,1365.31,3.76,10,4,0,8,0,18,0,FR1
12/12/2024 21:32:59,22.00,1380.78,3.77,10,5,315,8,0,18,0,FR1
12/12/2024 21:33:06,22.00,1387.63,3.76,10,5,0,8,0,19,0,FR1
12/12/2024 21:33:08,22.00,1389.96,3.77,10,5,0,8,0,20,0,FR1
12/12/2024 21:33:14,22.00,1396.19,3.77,10,5,0,8,0,21,1668,FR1
12/12/2024 21:33:22,22.00,1404.44,3.77,10,5,0,8,0,22,2833,FR1
12/12/2024 21:33:28,22.00,1410.54,3.77,10,5,0,8,0,23,116,FR1
12/12/2024 21:33:42,22.00,1424.34,3.76,10,5,0,8,0,24,1893,FR1
12/12/2024 21:33:48,22.00,1429.83,3.77,10,5,0,8,0,25,632,FR1
12/12/2024 21:33:51,22.00,1433.35,3.76,10,5,0,8,0,26,2902,FR1
12/12/2024 21:34:01,22.00,1442.81,3.77,10,5,0,8,0,27,99,FR1
12/12/2024 21:39:23,22.00,1466.18,3.77,10,6,0,8,0,27,0,FR1
12/12/2024 21:39:57,22.00,1499.56,3.77,10,6,0,8,0,28,0,FR1
12/12/2024 21:39:58,22.00,1501.10,3.77,10,6,0,8,0,29,74,FR1
12/12/2024 21:40:13,22.00,1515.55,3.77,10,6,0,8,0,30,0,FR1
12/12/2024 21:40:15,22.00,1517.94,3.77,10,6,0,8,0,31,77,FR1
12/12/2024 21:40:17,22.00,1520.44,3.77,10,6,0,8,0,32,186,FR1
12/12/2024 21:40:26,22.00,1529.24,3.77,10,6,0,8,0,33,0,FR1
12/12/2024 21:40:29,22.00,1532.03,3.77,10,6,0,8,0,34,1891,FR1
12/12/2024 21:44:04,22.25,1547.57,3.76,10,7,26,8,0,34,0,FR1
12/12/2024 21:44:17,22.25,1560.80,3.77,10,7,0,8,0,35,165,FR1
12/12/2024 21:44:17,22.25,1561.42,3.77,10,7,0,8,0,36,2,FR1
12/12/2024 21:44:19,22.25,1562.86,3.76,10,7,0,8,0,37,259,FR1
12/12/2024 21:44:21,22.25,1564.51,3.77,10,7,0,8,0,38,176,FR1
12/12/2024 21:44:26,22.25,1570.22,3.77,10,7,0,8,0,39,18,FR1
12/12/2024 21:44:29,22.25,1572.49,3.77,10,7,0,8,0,40,523,FR1
12/12/2024 21:44:31,22.25,1575.44,3.78,10,7,0,8,0,41,1196,FR1
12/12/2024 21:44:42,22.25,1585.80,3.77,10,7,0,8,0,42,158,FR1
12/12/2024 21:44:52,22.25,1595.59,3.76,10,7,0,8,0,43,137,FR1
12/12/2024 21:44:54,22.25,1597.90,3.76,10,7,0,8,0,44,0,FR1
12/12/2024 21:46:48,22.25,1622.78,3.77,10,8,0,8,0,44,0,FR1
12/12/2024 21:46:55,22.25,1629.35,3.76,10,8,0,8,0,45,0,FR1
12/12/2024 21:46:56,22.25,1630.31,3.76,10,8,0,8,0,46,52,FR1
