Timestamp,Temperature,ElapsedSecs,BatteryVoltage,DeviceNumber,LeftCount,LeftDur,RightCount,RightDur,LeftFeedCount,LeftFeedDur,FeedParadigm
12/12/2024 14:49:20,21.50,15.56,3.78,3,1,122,0,0,0,0,FR1
12/12/2024 17:12:50,21.25,496.37,3.78,3,1,0,1,0,0,0,FR1
12/12/2024 18:47:33,21.25,767.33,3.78,3,2,49,1,0,0,0,FR1
12/12/2024 18:47:41,21.25,774.78,3.78,3,2,0,1,0,1,0,FR1
12/12/2024 18:47:43,21.25,777.16,3.78,3,2,0,1,0,2,0,FR1
12/12/2024 18:47:45,21.25,779.09,3.78,3,2,0,1,0,3,137,FR1
12/12/2024 18:47:52,21.25,785.82,3.78,3,2,0,1,0,4,1441,FR1
12/12/2024 18:47:56,21.25,789.65,3.78,3,2,0,1,0,5,1,FR1
12/12/2024 18:48:03,21.25,796.81,3.78,3,2,0,1,0,6,1014,FR1
12/12/2024 18:48:04,21.25,798.03,3.78,3,2,0,1,0,7,296,FR1
12/12/2024 18:48:05,21.25,798.96,3.78,3,2,0,1,0,8,0,FR1
12/12/2024 18:48:06,21.25,800.04,3.78,3,2,0,1,0,9,155,FR1
12/12/2024 18:48:09,21.25,803.28,3.78,3,2,0,1,0,10,0,FR1
12/12/2024 18:48:23,21.25,817.08,3.78,3,2,0,1,0,11,84,FR1
12/12/2024 18:48:28,21.25,822.41,3.79,3,2,0,1,0,12,339,FR1
12/12/2024 18:48:29,21.25,823.05,3.78,3,2,0,1,0,13,0,FR1
12/12/2024 18:48:35,21.25,828.62,3.78,3,2,0,1,0,14,0,FR1
12/12/2024 18:48:43,21.25,837.28,3.78,3,2,0,1,0,15,5125,FR1
12/12/2024 18:57:00,21.25,868.43,3.78,3,2,0,2,0,15,0,FR1
12/12/2024 20:15:42,21.25,1093.75,3.78,3,3,356,2,0,15,0,FR1
12/12/2024 20:16:36,21.25,1148.13,3.78,3,3,0,2,0,16,1309,FR1
12/12/2024 20:16:44,21.25,1156.20,3.78,3,3,0,2,0,17,1336,FR1
12/12/2024 20:16:49,21.25,1161.73,3.78,3,3,0,2,0,18,2868,FR1
12/12/2024 20:25:59,21.25,1195.45,3.78,3,4,0,2,0,18,0,FR1
12/12/2024 20:26:10,21.25,1206.71,3.78,3,4,0,2,0,19,3797,FR1
12/12/2024 20:26:17,21.25,1213.23,3.78,3,4,0,2,0,20,79,FR1
12/12/2024 20:26:20,21.25,1216.76,3.78,3,4,0,2,0,21,275,FR1
12/12/2024 20:26:22,21.25,1218.01,3.78,3,4,0,2,0,22,38,FR1
