,Hour,Filename,Total_Pellets
379,18,FED002_072424_01.CSV,27.0
380,18,FED003_072424_00.CSV,18.5
381,18,FED004_072424_00.CSV,14.0
382,18,FED005_072424_01.CSV,22.0
383,18,FED006_072424_00.CSV,13.5
384,18,FED007_072424_01.CSV,22.0
385,18,FED008_072424_01.CSV,17.0
386,18,FED009_072424_00.CSV,14.5
387,19,FED001_072424_00.CSV,22.0
388,19,FED002_072424_01.CSV,23.5
389,19,FED003_072424_00.CSV,20.5
390,19,FED004_072424_00.CSV,19.0
391,19,FED005_072424_01.CSV,22.5
392,19,FED006_072424_00.CSV,18.5
393,19,FED007_072424_01.CSV,17.0
394,19,FED008_072424_01.CSV,21.5
395,19,FED009_072424_00.CSV,16.5
396,20,FED001_072424_00.CSV,19.5
397,20,FED002_072424_01.CSV,20.0
398,20,FED003_072424_00.CSV,14.0
399,20,FED004_072424_00.CSV,19.5
400,20,FED005_072424_01.CSV,11.5
401,20,FED006_072424_00.CSV,15.5
402,20,FED007_072424_01.CSV,18.0
403,20,FED008_072424_01.CSV,21.0
404,20,FED009_072424_00.CSV,14.0
405,21,FED001_072424_00.CSV,19.5
406,21,FED002_072424_01.CSV,17.5
407,21,FED003_072424_00.CSV,18.5
408,21,FED004_072424_00.CSV,18.5
409,21,FED005_072424_01.CSV,12.5
410,21,FED006_072424_00.CSV,11.0
411,21,FED007_072424_01.CSV,13.5
412,21,FED008_072424_01.CSV,13.0
413,21,FED009_072424_00.CSV,20.5
414,22,FED001_072424_00.CSV,7.0
415,22,FED002_072424_01.CSV,22.5
416,22,FED003_072424_00.CSV,16.0
417,22,FED004_072424_00.CSV,11.0
418,22,FED005_072424_01.CSV,12.0
419,22,FED006_072424_00.CSV,19.5
420,22,FED007_072424_01.CSV,14.0
421,22,FED008_072424_01.CSV,16.0
422,22,FED009_072424_00.CSV,15.0
423,23,FED001_072424_00.CSV,15.5
424,23,FED002_072424_01.CSV,16.5
425,23,FED003_072424_00.CSV,17.5
426,23,FED004_072424_00.CSV,8.0
427,23,FED005_072424_01.CSV,12.5
428,23,FED006_072424_00.CSV,5.0
429,23,FED007_072424_01.CSV,13.5
430,23,FED008_072424_01.CSV,15.5
431,23,FED009_072424_00.CSV,16.5
432,0,FED001_FR1concat.csv,10.5
433,0,FED002_FR1concat.csv,6.5
434,0,FED003_FR1concat.csv,7.0
435,0,FED004_FR1concat.csv,9.5
436,0,FED005_FR1concat.csv,6.0
437,0,FED006_FR1concat.csv,7.5
438,0,FED007_FR1concat.csv,10.0
439,0,FED008_FR1concat.csv,4.0
440,0,FED009_FR1concat.csv,7.0
441,1,FED001_FR1concat.csv,7.0
442,1,FED002_FR1concat.csv,4.5
443,1,FED003_FR1concat.csv,12.0
444,1,FED004_FR1concat.csv,6.5
445,1,FED005_FR1concat.csv,2.5
446,1,FED006_FR1concat.csv,9.0
447,1,FED007_FR1concat.csv,2.5
448,1,FED008_FR1concat.csv,6.0
449,1,FED009_FR1concat.csv,8.5
450,2,FED001_FR1concat.csv,2.0
451,2,FED002_FR1concat.csv,5.5
452,2,FED003_FR1concat.csv,6.0
453,2,FED004_FR1concat.csv,2.0
454,2,FED005_FR1concat.csv,6.0
455,2,FED006_FR1concat.csv,6.0
456,2,FED007_FR1concat.csv,4.5
457,2,FED008_FR1concat.csv,11.0
458,2,FED009_FR1concat.csv,6.5
459,3,FED001_FR1concat.csv,3.0
460,3,FED002_FR1concat.csv,4.5
461,3,FED003_FR1concat.csv,5.5
462,3,FED004_FR1concat.csv,7.5
463,3,FED005_FR1concat.csv,9.0
464,3,FED006_FR1concat.csv,1.5
465,3,FED007_FR1concat.csv,4.5
466,3,FED008_FR1concat.csv,1.0
467,3,FED009_FR1concat.csv,4.5
468,4,FED001_FR1concat.csv,6.5
469,4,FED002_FR1concat.csv,7.0
470,4,FED003_FR1concat.csv,5.5
471,4,FED004_FR1concat.csv,8.0
472,4,FED005_FR1concat.csv,8.5
473,4,FED006_FR1concat.csv,7.5
474,4,FED007_FR1concat.csv,9.5
475,4,FED008_FR1concat.csv,9.0
476,4,FED009_FR1concat.csv,10.5
477,5,FED001_FR1concat.csv,6.0
478,5,FED002_FR1concat.csv,5.0
479,5,FED003_FR1concat.csv,6.0
480,5,FED004_FR1concat.csv,6.0
481,5,FED005_FR1concat.csv,4.5
482,5,FED006_FR1concat.csv,7.0
483,5,FED007_FR1concat.csv,7.0
484,5,FED008_FR1concat.csv,1.5
485,5,FED009_FR1concat.csv,5.0
486,6,FED001_FR1concat.csv,4.0
487,6,FED002_FR1concat.csv,0.5
488,6,FED003_FR1concat.csv,2.0
489,6,FED004_FR1concat.csv,3.5
490,6,FED005_FR1concat.csv,5.5
491,6,FED006_FR1concat.csv,1.0
492,6,FED007_FR1concat.csv,2.5
493,6,FED008_FR1concat.csv,6.5
494,6,FED009_FR1concat.csv,8.5
495,7,FED001_FR1concat.csv,0.0
496,7,FED002_FR1concat.csv,5.5
497,7,FED003_FR1concat.csv,2.5
498,7,FED004_FR1concat.csv,0.0
499,7,FED005_FR1concat.csv,1.5
500,7,FED006_FR1concat.csv,2.0
501,7,FED007_FR1concat.csv,0.0
502,7,FED008_FR1concat.csv,0.0
503,7,FED009_FR1concat.csv,1.0
504,8,FED001_FR1concat.csv,0.0
505,8,FED002_FR1concat.csv,1.5
506,8,FED003_FR1concat.csv,2.0
507,8,FED004_FR1concat.csv,0.0
508,8,FED005_FR1concat.csv,2.0
509,8,FED006_FR1concat.csv,3.5
510,8,FED007_FR1concat.csv,0.0
511,8,FED008_FR1concat.csv,3.0
512,8,FED009_FR1concat.csv,0.0
513,9,FED001_FR1concat.csv,1.5
514,9,FED002_FR1concat.csv,1.0
515,9,FED003_FR1concat.csv,1.5
516,9,FED004_FR1concat.csv,2.5
517,9,FED005_FR1concat.csv,0.0
518,9,FED006_FR1concat.csv,0.0
519,9,FED007_FR1concat.csv,2.5
520,9,FED008_FR1concat.csv,0.5
521,9,FED009_FR1concat.csv,3.5
522,10,FED001_FR1concat.csv,2.5
523,10,FED002_FR1concat.csv,1.5
524,10,FED003_FR1concat.csv,2.0
525,10,FED004_FR1concat.csv,2.0
526,10,FED005_FR1concat.csv,1.5
527,10,FED006_FR1concat.csv,3.5
528,10,FED007_FR1concat.csv,0.0
529,10,FED008_FR1concat.csv,0.0
530,10,FED009_FR1concat.csv,2.0
531,11,FED001_FR1concat.csv,2.0
532,11,FED002_FR1concat.csv,2.5
533,11,FED003_FR1concat.csv,2.5
534,11,FED004_FR1concat.csv,0.0
535,11,FED005_FR1concat.csv,0.0
536,11,FED006_FR1concat.csv,0.5
537,11,FED007_FR1concat.csv,2.5
538,11,FED008_FR1concat.csv,3.0
539,11,FED009_FR1concat.csv,1.5
540,12,FED001_FR1concat.csv,2.0
541,12,FED002_FR1concat.csv,1.0
542,12,FED003_FR1concat.csv,0.0
543,12,FED004_FR1concat.csv,3.0
544,12,FED005_FR1concat.csv,1.5
545,12,FED006_FR1concat.csv,3.0
546,12,FED007_FR1concat.csv,0.0
547,12,FED008_FR1concat.csv,4.0
548,12,FED009_FR1concat.csv,2.0
549,13,FED001_FR1concat.csv,3.5
550,13,FED002_FR1concat.csv,2.0
551,13,FED003_FR1concat.csv,1.0
552,13,FED004_FR1concat.csv,3.5
553,13,FED005_FR1concat.csv,3.5
554,13,FED006_FR1concat.csv,3.0
555,13,FED007_FR1concat.csv,2.0
556,13,FED008_FR1concat.csv,2.5
557,13,FED009_FR1concat.csv,2.5
558,14,FED001_FR1concat.csv,8.5
559,14,FED002_FR1concat.csv,4.0
560,14,FED003_FR1concat.csv,6.5
561,14,FED004_FR1concat.csv,0.5
562,14,FED005_FR1concat.csv,3.5
563,14,FED006_FR1concat.csv,2.5
564,14,FED007_FR1concat.csv,3.5
565,14,FED008_FR1concat.csv,2.0
566,14,FED009_FR1concat.csv,0.0
567,15,FED001_FR1concat.csv,3.5
568,15,FED002_FR1concat.csv,4.0
569,15,FED003_FR1concat.csv,3.0
570,15,FED004_FR1concat.csv,3.0
571,15,FED005_FR1concat.csv,2.0
572,15,FED006_FR1concat.csv,6.5
573,15,FED007_FR1concat.csv,6.0
574,15,FED008_FR1concat.csv,5.0
575,15,FED009_FR1concat.csv,7.0
576,16,FED001_FR1concat.csv,6.0
577,16,FED002_FR1concat.csv,5.0
578,16,FED003_FR1concat.csv,2.5
579,16,FED004_FR1concat.csv,5.0
580,16,FED005_FR1concat.csv,0.5
581,16,FED006_FR1concat.csv,7.0
582,16,FED007_FR1concat.csv,0.5
583,16,FED008_FR1concat.csv,10.0
584,16,FED009_FR1concat.csv,3.0
585,17,FED001_FR1concat.csv,14.5
586,17,FED002_FR1concat.csv,4.0
587,17,FED003_FR1concat.csv,5.5
588,17,FED004_FR1concat.csv,5.5
589,17,FED005_FR1concat.csv,9.0
590,17,FED006_FR1concat.csv,6.0
591,17,FED007_FR1concat.csv,10.5
592,17,FED008_FR1concat.csv,12.0
593,17,FED009_FR1concat.csv,8.0
594,18,FED001_FR1concat.csv,11.0
