feedStart,feedEnd,feedDuration,filename,Device,Sex,Task,Filename
99195,99238,43,CASTLE_004_120424_01_.CSV,4,M,Free Chow,CASTLE_004_120424_01_.CSV
99561,99571,10,CASTLE_004_120424_01_.CSV,4,M,Free Chow,CASTLE_004_120424_01_.CSV
99751,99765,14,CASTLE_004_120424_01_.CSV,4,M,Free Chow,CASTLE_004_120424_01_.CSV
100019,100253,234,CASTLE_004_120424_01_.CSV,4,M,Free Chow,CASTLE_004_120424_01_.CSV
100483,100583,100,CASTLE_004_120424_01_.CSV,4,M,Free Chow,CASTLE_004_120424_01_.CSV
101738,101962,224,CASTLE_004_120424_01_.CSV,4,M,Free Chow,CASTLE_004_120424_01_.CSV
102834,103018,184,CASTLE_004_120424_01_.CSV,4,M,Free Chow,CASTLE_004_120424_01_.CSV
103617,103841,224,CASTLE_004_120424_01_.CSV,4,M,Free Chow,CASTLE_004_120424_01_.CSV
104644,104655,11,CASTLE_004_120424_01_.CSV,4,M,Free Chow,CASTLE_004_120424_01_.CSV
105442,105455,13,CASTLE_004_120424_01_.CSV,4,M,Free Chow,CASTLE_004_120424_01_.CSV
106487,106535,48,CASTLE_004_120424_01_.CSV,4,M,Free Chow,CASTLE_004_120424_01_.CSV
106953,107010,57,CASTLE_004_120424_01_.CSV,4,M,Free Chow,CASTLE_004_120424_01_.CSV
107160,107502,342,CASTLE_004_120424_01_.CSV,4,M,Free Chow,CASTLE_004_120424_01_.CSV
107941,107968,27,CASTLE_004_120424_01_.CSV,4,M,Free Chow,CASTLE_004_120424_01_.CSV
108452,108537,85,CASTLE_004_120424_01_.CSV,4,M,Free Chow,CASTLE_004_120424_01_.CSV
108931,109115,184,CASTLE_004_120424_01_.CSV,4,M,Free Chow,CASTLE_004_120424_01_.CSV
