Filename,IPI,Task
F_106_Ames_Free_WT11F.csv,21.474285714285713,Free
F_107_Ames_Free_WT17F.csv,28.44776119402985,Free
F_108_Ames_Free_WT7F.csv,19.161290322580644,Free
F_15_Creed_Free_FED00003242302.CSV,31.517006802721088,Free
F_16_Creed_Free_FED00103242302.CSV,30.847826086956523,Free
F_17_Creed_Free_FED00203242302.CSV,25.333333333333332,Free
F_18_Creed_Free_FED00605282302.CSV,19.076023391812864,Free
F_24_Klappenbach_Free_FED139FF.CSV,15.89795918367347,Free
F_25_Klappenbach_Free_FED140FF.CSV,16.807692307692307,Free
F_26_Klappenbach_Free_FED141FF.CSV,19.086206896551722,Free
F_27_Klappenbach_Free_FED146FF.CSV,19.97452229299363,Free
F_28_Klappenbach_Free_FED147FF.CSV,12.394366197183098,Free
F_29_Klappenbach_Free_FED150FF.CSV,23.25503355704698,Free
F_30_Klappenbach_Free_FED152FF.CSV,14.431952662721894,Free
F_50_Fobbs_Free_FED001032923.CSV,23.448979591836736,Free
F_51_Fobbs_Free_FED00203292301.CSV,21.638418079096045,Free
F_52_Fobbs_Free_FED00303292300.CSV,25.869565217391305,Free
F_53_Fobbs_Free_FED01103292302.CSV,21.062271062271062,Free
F_54_Fobbs_Free_FED012concat.csv,22.318548387096776,Free
F_55_Fobbs_Free_FED01303292300.CSV,19.213872832369944,Free
F_56_Fobbs_Free_FED01403292302.CSV,31.07777777777778,Free
F_57_Fobbs_Free_FED01503292302.CSV,24.402985074626866,Free
F_58_Fobbs_Free_FED02403292303.CSV,31.195488721804512,Free
F_68_FobbsWUSTL_Free_FED00507082203.CSV,33.18120805369127,Free
F_69_FobbsWUSTL_Free_FED00607082205.CSV,43.628571428571426,Free
F_70_FobbsWUSTL_Free_FED00707082206.CSV,32.92638036809816,Free
F_71_FobbsWUSTL_Free_FED00807082205.CSV,43.282051282051285,Free
F_76_Kravitz_Free_FED10FF.csv,22.28,Free
F_77_Kravitz_Free_FED11FF.csv,29.414634146341463,Free
F_78_Kravitz_Free_FED9FF.csv,18.385474860335197,Free
F_86_Maloney_Free_G1Female.CSV,26.192857142857143,Free
F_87_Maloney_Free_G2Female.CSV,27.832512315270936,Free
F_88_Maloney_Free_G4Female.CSV,19.646788990825687,Free
F_89_Maloney_Free_G5Female.CSV,24.622549019607842,Free
M_109_Ames_Free_WT13M.csv,21.806930693069308,Free
M_10_Andrews_Free_fed00902032200.csv,15.301136363636363,Free
M_110_Ames_Free_WT14M.csv,30.22222222222222,Free
M_111_Ames_Free_WT16M.csv,22.352941176470587,Free
M_112_Ames_Free_WT7M.csv,25.5561797752809,Free
M_11_Andrews_Free_fed01302032200.csv,22.060344827586206,Free
M_12_Andrews_Free_fed01402032200.csv,16.00995024875622,Free
M_13_Andrews_Free_fed01502032200.csv,21.529411764705884,Free
M_14_Andrews_Free_fed01802032200.csv,19.347619047619048,Free
M_19_Creed_Free_FED002051923.CSV,28.8476821192053,Free
M_1_Andrews_Free_fed01902022210.csv,21.036082474226806,Free
M_20_Creed_Free_FED003030523.CSV,18.039800995024876,Free
M_21_Creed_Free_FED003051923.CSV,30.42105263157895,Free
M_22_Creed_Free_FED004030523.CSV,21.739583333333332,Free
M_23_Creed_Free_FED005030723.CSV,15.013100436681222,Free
M_2_Andrews_Free_fed02402032200.csv,14.96629213483146,Free
M_31_Klappenbach_Free_FED129FF.CSV,20.805194805194805,Free
M_32_Klappenbach_Free_FED136FF.CSV,16.216748768472907,Free
M_33_Klappenbach_Free_FED137FF.CSV,23.916666666666668,Free
M_34_Klappenbach_Free_FED138FF.CSV,25.57046979865772,Free
M_35_Klappenbach_Free_FED156FF.CSV,19.89637305699482,Free
M_36_Klappenbach_Free_FED157FF.CSV,17.434579439252335,Free
M_37_Klappenbach_Free_FED158FF.CSV,22.122448979591837,Free
M_38_Klappenbach_Free_FED159FF.CSV,14.683333333333334,Free
M_39_Westbrook_Free_HAL17FF.csv,21.677419354838708,Free
M_3_Andrews_Free_fed02702032200.csv,16.6,Free
M_40_Westbrook_Free_HAL24FF.CSV,20.675324675324674,Free
M_41_Westbrook_Free_HAL25FF.CSV,20.07909604519774,Free
M_42_Westbrook_Free_HAL31FF.CSV,15.650537634408602,Free
M_43_Westbrook_Free_HAL32FF.CSV,19.126582278481013,Free
M_44_Westbrook_Free_HAL33FF.CSV,17.080291970802918,Free
M_45_Westbrook_Free_HAL35FF.CSV,23.300970873786408,Free
M_46_Westbrook_Free_HAL41FF.CSV,16.175531914893618,Free
M_47_Westbrook_Free_HAL4FF.CSV,27.598765432098766,Free
M_48_Westbrook_Free_HAL5FF.CSV,21.81122448979592,Free
M_49_Westbrook_Free_HAL6FF.CSV,20.299319727891156,Free
M_4_Andrews_Free_fed09902032200.csv,25.11627906976744,Free
M_59_Fobbs_Free_FED00603292301.CSV,21.36466165413534,Free
M_5_Andrews_Free_fed00202032200.csv,22.058823529411764,Free
M_60_Fobbs_Free_FED00703292300.CSV,20.75092936802974,Free
M_61_Fobbs_Free_FED00803292302.CSV,31.215859030837006,Free
M_62_Fobbs_Free_FED01003292300.CSV,34.2020725388601,Free
M_63_Fobbs_Free_FED01603292302.CSV,19.3943661971831,Free
M_64_Fobbs_Free_FED01703292300.CSV,24.75225225225225,Free
M_65_Fobbs_Free_FED01803292300.CSV,36.32142857142857,Free
M_66_Fobbs_Free_FED01903292300.CSV,22.4017094017094,Free
M_67_Fobbs_Free_FED02003292301.CSV,19.654109589041095,Free
M_6_Andrews_Free_fed00402032200.csv,17.208588957055216,Free
M_72_FobbsWUSTL_Free_FED00107082204.CSV,36.532786885245905,Free
M_73_FobbsWUSTL_Free_FED00207082206.CSV,51.857142857142854,Free
M_74_FobbsWUSTL_Free_FED00307082207.CSV,41.20183486238532,Free
M_75_FobbsWUSTL_Free_FED00407082218.CSV,43.02272727272727,Free
M_79_Kravitz_Free_FED2FF.csv,18.89375,Free
M_7_Andrews_Free_fed00502032200.csv,20.34319526627219,Free
M_80_Kravitz_Free_FED3FF.csv,18.226993865030675,Free
M_81_Kravitz_Free_FED4FF.csv,17.182795698924732,Free
M_82_Kravitz_Free_FED5FF.csv,15.20496894409938,Free
M_83_Kravitz_Free_FED6FF.csv,15.79203539823009,Free
M_84_Kravitz_Free_FED7FF.csv,14.641255605381167,Free
M_85_Kravitz_Free_FED8FF.csv,26.416666666666668,Free
M_8_Andrews_Free_fed00602022201.csv,14.916666666666666,Free
M_90_Maloney_Free_D1Male.CSV,19.773255813953487,Free
M_91_Maloney_Free_D2Male.CSV,14.895397489539748,Free
M_92_Maloney_Free_D3Male.CSV,17.60843373493976,Free
M_93_Maloney_Free_D4Male.CSV,19.1699604743083,Free
M_94_McCutcheon_Free_FED00105032200.CSV,13.51685393258427,Free
M_95_McCutcheon_Free_FED00205032200.CSV,15.80794701986755,Free
M_96_McCutcheon_Free_FED00305032200.CSV,12.346820809248555,Free
M_97_McCutcheon_Free_FED00405032200.CSV,13.76923076923077,Free
M_98_McCutcheon_Free_FED00505032200.CSV,12.791666666666666,Free
M_99_McCutcheon_Free_FED00605032200.CSV,15.28888888888889,Free
M_9_Andrews_Free_fed00802032200.csv,14.867549668874172,Free
F_106_Ames_FR1_WT11F.csv,41.09289617486339,FR1
F_107_Ames_FR1_WT17F.csv,42.22950819672131,FR1
F_108_Ames_FR1_WT7F.csv,25.311475409836067,FR1
F_15_Creed_FR1_FED000032523concat.csv,41.641975308641975,FR1
F_16_Creed_FR1_FED00103252301.CSV,46.32835820895522,FR1
F_17_Creed_FR1_FED002032523.CSV,36.03809523809524,FR1
F_18_Creed_FR1_FED006FR1Concat.csv,28.789915966386555,FR1
F_24_Klappenbach_FR1_FED139FR1.CSV,26.365384615384617,FR1
F_25_Klappenbach_FR1_FED140FR1.CSV,26.513698630136986,FR1
F_26_Klappenbach_FR1_FED141FR1.CSV,26.390070921985817,FR1
F_27_Klappenbach_FR1_FED146FR1.CSV,31.87730061349693,FR1
F_28_Klappenbach_FR1_FED147FR1.CSV,21.6,FR1
F_29_Klappenbach_FR1_FED150FR1.CSV,29.151162790697676,FR1
F_30_Klappenbach_FR1_FED152FR1.CSV,27.36111111111111,FR1
F_50_Fobbs_FR1_FED001FR1Concat.csv,41.55339805825243,FR1
F_51_Fobbs_FR1_FED002FR1Concat.csv,41.753246753246756,FR1
F_52_Fobbs_FR1_FED003FR1Concat.csv,32.50704225352113,FR1
F_53_Fobbs_FR1_FED011FR1Concat.csv,30.801652892561982,FR1
F_54_Fobbs_FR1_FED012FR1Concat.csv,33.88073394495413,FR1
F_55_Fobbs_FR1_FED013FR1Concat.csv,31.188524590163933,FR1
F_56_Fobbs_FR1_FED014FR1Concat.csv,51.65079365079365,FR1
F_57_Fobbs_FR1_FED015FR1Concat.csv,47.642857142857146,FR1
F_58_Fobbs_FR1_FED024FR1Concat.csv,35.31818181818182,FR1
F_68_FobbsWUSTL_FR1_FED005FR1Concat.csv,55.5625,FR1
F_69_FobbsWUSTL_FR1_FED006FR1Concat.csv,79.0,FR1
F_70_FobbsWUSTL_FR1_FED007FR1Concat.csv,57.79775280898876,FR1
F_71_FobbsWUSTL_FR1_FED008FR1Concat.csv,40.89473684210526,FR1
F_76_Kravitz_FR1_FED10FR1.csv,47.85616438356164,FR1
F_77_Kravitz_FR1_FED11FR1.csv,41.97575757575758,FR1
F_78_Kravitz_FR1_FED9FR1.csv,39.872832369942195,FR1
F_86_Maloney_FR1_G1Female.CSV,39.25925925925926,FR1
F_87_Maloney_FR1_G2Female.CSV,30.221052631578946,FR1
F_88_Maloney_FR1_G4Female.CSV,32.64772727272727,FR1
F_89_Maloney_FR1_G5Female.CSV,36.329268292682926,FR1
M_109_Ames_FR1_WT13M.csv,30.316176470588236,FR1
M_10_Andrews_FR1_fed00904262201.csv,38.46969696969697,FR1
M_110_Ames_FR1_WT14M.csv,39.56923076923077,FR1
M_111_Ames_FR1_WT16M.csv,37.318471337579616,FR1
M_112_Ames_FR1_WT7M.csv,34.990990990990994,FR1
M_11_Andrews_FR1_fed01304262201.csv,21.34453781512605,FR1
M_12_Andrews_FR1_fed01404262202.csv,27.56122448979592,FR1
M_13_Andrews_FR1_fed01504262201.csv,24.64814814814815,FR1
M_14_Andrews_FR1_fed01804262201.csv,25.878260869565217,FR1
M_19_Creed_FR1_FED002052023.CSV,32.28455284552845,FR1
M_1_Andrews_FR1_fed01904262201.csv,39.69387755102041,FR1
M_20_Creed_FR1_FED003030623Concat.csv,34.474074074074075,FR1
M_21_Creed_FR1_FED003052023.CSV,57.47826086956522,FR1
M_22_Creed_FR1_FED004030623.CSV,41.92,FR1
M_23_Creed_FR1_FED005030823Concat.csv,40.86363636363637,FR1
M_2_Andrews_FR1_fed02404262201.csv,31.596491228070175,FR1
M_31_Klappenbach_FR1_FED129FR1.CSV,35.03703703703704,FR1
M_32_Klappenbach_FR1_FED136FR1.CSV,29.24867724867725,FR1
M_33_Klappenbach_FR1_FED137FR1.CSV,28.834170854271356,FR1
M_34_Klappenbach_FR1_FED138FR1.CSV,28.271604938271604,FR1
M_35_Klappenbach_FR1_FED156FR1.CSV,32.50595238095238,FR1
M_36_Klappenbach_FR1_FED157FR1.CSV,28.737967914438503,FR1
M_37_Klappenbach_FR1_FED158FR1.CSV,26.70731707317073,FR1
M_38_Klappenbach_FR1_FED159FR1.CSV,26.51497005988024,FR1
M_39_Westbrook_FR1_HAL17FR1.CSV,21.282608695652176,FR1
M_3_Andrews_FR1_fed02704262201.csv,32.49333333333333,FR1
M_40_Westbrook_FR1_HAL24FR1.CSV,28.484126984126984,FR1
M_41_Westbrook_FR1_HAL25FR1.CSV,27.53939393939394,FR1
M_42_Westbrook_FR1_HAL31FR1.CSV,30.88,FR1
M_43_Westbrook_FR1_HAL32FR1.CSV,28.497076023391813,FR1
M_44_Westbrook_FR1_HAL33FR1.CSV,25.958333333333332,FR1
M_45_Westbrook_FR1_HAL35FR1.CSV,34.723404255319146,FR1
M_46_Westbrook_FR1_HAL41FR1.CSV,30.204379562043794,FR1
M_47_Westbrook_FR1_HAL4FR1.CSV,32.406451612903226,FR1
M_48_Westbrook_FR1_HAL5FR1.CSV,26.95364238410596,FR1
M_49_Westbrook_FR1_HAL6FR1.CSV,34.71764705882353,FR1
M_4_Andrews_FR1_fed09904262202.csv,25.035087719298247,FR1
M_59_Fobbs_FR1_FED006FR1Concat.csv,43.4622641509434,FR1
M_5_Andrews_FR1_fed00204262201.csv,27.197183098591548,FR1
M_60_Fobbs_FR1_FED007FR1Concat.csv,36.10948905109489,FR1
M_61_Fobbs_FR1_FED008FR1Concat.csv,32.73873873873874,FR1
M_62_Fobbs_FR1_FED010FR1Concat.csv,37.0,FR1
M_63_Fobbs_FR1_FED016FR1Concat.csv,49.170212765957444,FR1
M_64_Fobbs_FR1_FED017FR1Concat.csv,35.24590163934426,FR1
M_65_Fobbs_FR1_FED018FR1Concat.csv,46.36470588235294,FR1
M_66_Fobbs_FR1_FED019FR1Concat.csv,39.0,FR1
M_67_Fobbs_FR1_FED020FR1Concat.csv,47.42666666666667,FR1
M_6_Andrews_FR1_fed00404262201.csv,22.554054054054053,FR1
M_72_FobbsWUSTL_FR1_FED001FR1Concat.csv,47.8348623853211,FR1
M_73_FobbsWUSTL_FR1_FED002FR1Concat.csv,48.36,FR1
M_74_FobbsWUSTL_FR1_FED003FR1Concat.csv,33.41860465116279,FR1
M_75_FobbsWUSTL_FR1_FED004FR1Concat.csv,41.89393939393939,FR1
M_79_Kravitz_FR1_FED2FR1.csv,37.11340206185567,FR1
M_7_Andrews_FR1_fed00504262201.csv,36.19444444444444,FR1
M_80_Kravitz_FR1_FED3FR1.csv,39.88990825688074,FR1
M_81_Kravitz_FR1_FED4FR1.csv,34.87428571428571,FR1
M_82_Kravitz_FR1_FED5FR1.csv,38.07826086956522,FR1
M_83_Kravitz_FR1_FED6FR1.csv,38.5,FR1
M_84_Kravitz_FR1_FED7FR1.csv,32.05072463768116,FR1
M_85_Kravitz_FR1_FED8FR1.csv,38.08108108108108,FR1
M_8_Andrews_FR1_fed00604262201.csv,28.677419354838708,FR1
M_90_Maloney_FR1_D1Male.CSV,34.20338983050848,FR1
M_91_Maloney_FR1_D2Male.CSV,36.63559322033898,FR1
M_92_Maloney_FR1_D3Male.CSV,32.32967032967033,FR1
M_93_Maloney_FR1_D4Male.CSV,25.376712328767123,FR1
M_94_McCutcheon_FR1_FED00105102204.CSV,24.90983606557377,FR1
M_95_McCutcheon_FR1_FED00205102202.CSV,23.49645390070922,FR1
M_96_McCutcheon_FR1_FED00305102203.CSV,25.14018691588785,FR1
M_97_McCutcheon_FR1_FED00405102204.CSV,26.31132075471698,FR1
M_98_McCutcheon_FR1_FED00505102203.CSV,26.62264150943396,FR1
M_99_McCutcheon_FR1_FED00605102202.CSV,27.217391304347824,FR1
M_9_Andrews_FR1_fed00804262204.csv,46.53164556962025,FR1
