Interval,Filename
566.0,M_10_Andrews_FR1_fed00904262201.csv
630.0,M_10_Andrews_FR1_fed00904262201.csv
46.0,M_10_Andrews_FR1_fed00904262201.csv
51.0,M_10_Andrews_FR1_fed00904262201.csv
4114.0,M_10_Andrews_FR1_fed00904262201.csv
45.0,M_10_Andrews_FR1_fed00904262201.csv
67.0,M_10_Andrews_FR1_fed00904262201.csv
47.0,M_10_Andrews_FR1_fed00904262201.csv
37.0,M_10_Andrews_FR1_fed00904262201.csv
36.0,M_10_Andrews_FR1_fed00904262201.csv
48.0,M_10_Andrews_FR1_fed00904262201.csv
23.0,M_10_Andrews_FR1_fed00904262201.csv
7931.0,M_10_Andrews_FR1_fed00904262201.csv
39.0,M_10_Andrews_FR1_fed00904262201.csv
22.0,M_10_Andrews_FR1_fed00904262201.csv
24.0,M_10_Andrews_FR1_fed00904262201.csv
32.0,M_10_Andrews_FR1_fed00904262201.csv
64.0,M_10_Andrews_FR1_fed00904262201.csv
31.0,M_10_Andrews_FR1_fed00904262201.csv
11.0,M_10_Andrews_FR1_fed00904262201.csv
44.0,M_10_Andrews_FR1_fed00904262201.csv
4365.0,M_10_Andrews_FR1_fed00904262201.csv
27.0,M_10_Andrews_FR1_fed00904262201.csv
5371.0,M_10_Andrews_FR1_fed00904262201.csv
7.0,M_10_Andrews_FR1_fed00904262201.csv
24.0,M_10_Andrews_FR1_fed00904262201.csv
36.0,M_10_Andrews_FR1_fed00904262201.csv
25.0,M_10_Andrews_FR1_fed00904262201.csv
3313.0,M_10_Andrews_FR1_fed00904262201.csv
31.0,M_10_Andrews_FR1_fed00904262201.csv
23.0,M_10_Andrews_FR1_fed00904262201.csv
39.0,M_10_Andrews_FR1_fed00904262201.csv
700.0,M_10_Andrews_FR1_fed00904262201.csv
35.0,M_10_Andrews_FR1_fed00904262201.csv
37.0,M_10_Andrews_FR1_fed00904262201.csv
45.0,M_10_Andrews_FR1_fed00904262201.csv
41.0,M_10_Andrews_FR1_fed00904262201.csv
301.0,M_10_Andrews_FR1_fed00904262201.csv
28.0,M_10_Andrews_FR1_fed00904262201.csv
30.0,M_10_Andrews_FR1_fed00904262201.csv
38.0,M_10_Andrews_FR1_fed00904262201.csv
5921.0,M_10_Andrews_FR1_fed00904262201.csv
32.0,M_10_Andrews_FR1_fed00904262201.csv
23.0,M_10_Andrews_FR1_fed00904262201.csv
20.0,M_10_Andrews_FR1_fed00904262201.csv
48.0,M_10_Andrews_FR1_fed00904262201.csv
12.0,M_10_Andrews_FR1_fed00904262201.csv
32.0,M_10_Andrews_FR1_fed00904262201.csv
11.0,M_10_Andrews_FR1_fed00904262201.csv
288.0,M_10_Andrews_FR1_fed00904262201.csv
837.0,M_10_Andrews_FR1_fed00904262201.csv
542.0,M_10_Andrews_FR1_fed00904262201.csv
621.0,M_10_Andrews_FR1_fed00904262201.csv
39.0,M_10_Andrews_FR1_fed00904262201.csv
44.0,M_10_Andrews_FR1_fed00904262201.csv
49.0,M_10_Andrews_FR1_fed00904262201.csv
52.0,M_10_Andrews_FR1_fed00904262201.csv
50.0,M_10_Andrews_FR1_fed00904262201.csv
42.0,M_10_Andrews_FR1_fed00904262201.csv
1745.0,M_10_Andrews_FR1_fed00904262201.csv
267.0,M_10_Andrews_FR1_fed00904262201.csv
5836.0,M_10_Andrews_FR1_fed00904262201.csv
30.0,M_10_Andrews_FR1_fed00904262201.csv
24.0,M_10_Andrews_FR1_fed00904262201.csv
7513.0,M_10_Andrews_FR1_fed00904262201.csv
32.0,M_10_Andrews_FR1_fed00904262201.csv
35.0,M_10_Andrews_FR1_fed00904262201.csv
164.0,M_10_Andrews_FR1_fed00904262201.csv
161.0,M_10_Andrews_FR1_fed00904262201.csv
152.0,M_10_Andrews_FR1_fed00904262201.csv
30.0,M_10_Andrews_FR1_fed00904262201.csv
1660.0,M_10_Andrews_FR1_fed00904262201.csv
5219.0,M_10_Andrews_FR1_fed00904262201.csv
125.0,M_10_Andrews_FR1_fed00904262201.csv
44.0,M_10_Andrews_FR1_fed00904262201.csv
47.0,M_10_Andrews_FR1_fed00904262201.csv
32.0,M_10_Andrews_FR1_fed00904262201.csv
143.0,M_13_Andrews_FR1_fed01504262201.csv
1255.0,M_13_Andrews_FR1_fed01504262201.csv
2020.0,M_13_Andrews_FR1_fed01504262201.csv
2515.0,M_13_Andrews_FR1_fed01504262201.csv
12224.0,M_13_Andrews_FR1_fed01504262201.csv
1175.0,M_13_Andrews_FR1_fed01504262201.csv
922.0,M_13_Andrews_FR1_fed01504262201.csv
653.0,M_13_Andrews_FR1_fed01504262201.csv
21.0,M_13_Andrews_FR1_fed01504262201.csv
591.0,M_13_Andrews_FR1_fed01504262201.csv
225.0,M_13_Andrews_FR1_fed01504262201.csv
438.0,M_13_Andrews_FR1_fed01504262201.csv
4358.0,M_13_Andrews_FR1_fed01504262201.csv
28.0,M_13_Andrews_FR1_fed01504262201.csv
19.0,M_13_Andrews_FR1_fed01504262201.csv
45.0,M_13_Andrews_FR1_fed01504262201.csv
36.0,M_13_Andrews_FR1_fed01504262201.csv
25.0,M_13_Andrews_FR1_fed01504262201.csv
46.0,M_13_Andrews_FR1_fed01504262201.csv
5913.0,M_13_Andrews_FR1_fed01504262201.csv
20.0,M_13_Andrews_FR1_fed01504262201.csv
19.0,M_13_Andrews_FR1_fed01504262201.csv
23.0,M_13_Andrews_FR1_fed01504262201.csv
176.0,M_13_Andrews_FR1_fed01504262201.csv
17.0,M_13_Andrews_FR1_fed01504262201.csv
129.0,M_13_Andrews_FR1_fed01504262201.csv
111.0,M_13_Andrews_FR1_fed01504262201.csv
24.0,M_13_Andrews_FR1_fed01504262201.csv
718.0,M_13_Andrews_FR1_fed01504262201.csv
17.0,M_13_Andrews_FR1_fed01504262201.csv
20.0,M_13_Andrews_FR1_fed01504262201.csv
25.0,M_13_Andrews_FR1_fed01504262201.csv
5367.0,M_13_Andrews_FR1_fed01504262201.csv
22.0,M_13_Andrews_FR1_fed01504262201.csv
19.0,M_13_Andrews_FR1_fed01504262201.csv
23.0,M_13_Andrews_FR1_fed01504262201.csv
21.0,M_13_Andrews_FR1_fed01504262201.csv
26.0,M_13_Andrews_FR1_fed01504262201.csv
20.0,M_13_Andrews_FR1_fed01504262201.csv
24.0,M_13_Andrews_FR1_fed01504262201.csv
4677.0,M_13_Andrews_FR1_fed01504262201.csv
25.0,M_13_Andrews_FR1_fed01504262201.csv
25.0,M_13_Andrews_FR1_fed01504262201.csv
15.0,M_13_Andrews_FR1_fed01504262201.csv
6.0,M_13_Andrews_FR1_fed01504262201.csv
17.0,M_13_Andrews_FR1_fed01504262201.csv
16.0,M_13_Andrews_FR1_fed01504262201.csv
17.0,M_13_Andrews_FR1_fed01504262201.csv
25.0,M_13_Andrews_FR1_fed01504262201.csv
4488.0,M_13_Andrews_FR1_fed01504262201.csv
1320.0,M_13_Andrews_FR1_fed01504262201.csv
31.0,M_13_Andrews_FR1_fed01504262201.csv
2887.0,M_13_Andrews_FR1_fed01504262201.csv
16.0,M_13_Andrews_FR1_fed01504262201.csv
21.0,M_13_Andrews_FR1_fed01504262201.csv
20.0,M_13_Andrews_FR1_fed01504262201.csv
23.0,M_13_Andrews_FR1_fed01504262201.csv
20.0,M_13_Andrews_FR1_fed01504262201.csv
23.0,M_13_Andrews_FR1_fed01504262201.csv
3985.0,M_13_Andrews_FR1_fed01504262201.csv
249.0,M_13_Andrews_FR1_fed01504262201.csv
27.0,M_13_Andrews_FR1_fed01504262201.csv
18.0,M_13_Andrews_FR1_fed01504262201.csv
1367.0,M_13_Andrews_FR1_fed01504262201.csv
613.0,M_13_Andrews_FR1_fed01504262201.csv
4590.0,M_13_Andrews_FR1_fed01504262201.csv
22.0,M_13_Andrews_FR1_fed01504262201.csv
24.0,M_13_Andrews_FR1_fed01504262201.csv
24.0,M_13_Andrews_FR1_fed01504262201.csv
21.0,M_13_Andrews_FR1_fed01504262201.csv
4882.0,M_13_Andrews_FR1_fed01504262201.csv
