0.500000,0.500000,0.272727,0.756098,0.692308,0.918919,1.000000,1.000000,0.941176,1.000000,0.875000,0.600000,0.687500,0.866667,0.666667,0.888889,0.800000,0.523810,1.000000,1.000000,0.666667,0.928571,1.000000,nan
0.600000,0.000000,0.000000,0.090909,0.187500,0.666667,0.866667,0.666667,1.000000,0.818182,0.700000,1.000000,0.857143,0.777778,0.714286,0.571429,0.769231,1.000000,1.000000,1.000000,1.000000,0.444444,nan,nan
0.500000,0.000000,0.500000,1.000000,0.590909,0.962963,0.692308,0.818182,1.000000,0.937500,0.869565,0.956522,0.600000,1.000000,1.000000,0.928571,0.000000,0.909091,1.000000,1.000000,1.000000,1.000000,nan,nan
0.500000,0.571429,0.250000,0.692308,0.961538,1.000000,1.000000,1.000000,0.916667,1.000000,0.954545,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.941176,1.000000,nan,nan,nan
1.000000,0.200000,0.714286,0.166667,0.583333,0.800000,0.846154,0.851852,0.909091,0.888889,0.517241,1.000000,1.000000,1.000000,1.000000,1.000000,0.800000,1.000000,1.000000,1.000000,0.666667,nan,nan,nan
0.750000,0.666667,1.000000,0.600000,0.875000,1.000000,1.000000,0.636364,0.866667,1.000000,1.000000,1.000000,1.000000,1.000000,0.714286,0.888889,nan,1.000000,1.000000,0.600000,1.000000,1.000000,1.000000,nan
1.000000,0.647059,1.000000,1.000000,1.000000,1.000000,0.909091,1.000000,1.000000,1.000000,0.962963,1.000000,1.000000,0.888889,1.000000,1.000000,1.000000,0.833333,1.000000,1.000000,1.000000,nan,nan,nan
0.875000,1.000000,0.826087,1.000000,0.947368,0.954545,0.923077,0.888889,0.913043,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.900000,1.000000,1.000000,1.000000,nan,nan,nan,nan,nan
1.000000,0.500000,0.250000,0.722222,0.800000,0.809524,1.000000,1.000000,0.833333,1.000000,1.000000,0.800000,1.000000,0.800000,1.000000,0.555556,1.000000,0.800000,1.000000,1.000000,1.000000,nan,nan,nan
0.826087,0.913043,0.960000,0.781250,0.812500,1.000000,1.000000,1.000000,1.000000,0.857143,1.000000,0.600000,1.000000,1.000000,1.000000,1.000000,1.000000,0.900000,1.000000,0.875000,nan,nan,nan,nan
