MM:DD:YYYY hh:mm:ss,Device_Number,Battery_Voltage,Motor_Turns,Session_Type,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Retrieval_Time,Concat_#,Mode
2024-07-29 05:53:51,8,3.96,,FR1,Poke,Left,109,89,51,,0,FR1
2024-07-29 05:53:52,8,3.96,,FR1,Poke,Left,110,89,51,,0,FR1
2024-07-29 05:53:53,8,3.96,,FR1,Poke,Left,111,89,51,,0,FR1
2024-07-29 05:53:54,8,3.96,,FR1,Poke,Left,112,89,51,,0,FR1
2024-07-29 05:53:57,8,3.97,,FR1,Poke,Left,113,89,51,,0,FR1
2024-07-29 05:54:02,8,3.96,1.0,FR1,Pellet,Left,113,89,52,9.78,0,FR1
2024-07-29 16:09:07,8,3.94,,FR1,Poke,Left,114,89,52,,0,FR1
2024-07-29 16:09:10,8,3.94,2.0,FR1,Pellet,Left,114,89,53,0.44,0,FR1
2024-07-29 16:09:41,8,3.94,,FR1,Poke,Left,115,89,53,,0,FR1
2024-07-29 16:09:42,8,3.94,1.0,FR1,Pellet,Left,115,89,54,0.37,0,FR1
2024-07-29 16:10:24,8,3.94,,FR1,Poke,Left,116,89,54,,0,FR1
2024-07-29 16:10:25,8,3.94,1.0,FR1,Pellet,Left,116,89,55,0.37,0,FR1
2024-07-29 16:10:47,8,3.94,,FR1,Poke,Left,117,89,55,,0,FR1
2024-07-29 16:10:48,8,3.94,2.0,FR1,Pellet,Left,117,89,56,0.31,0,FR1
2024-07-29 16:11:15,8,3.94,,FR1,Poke,Left,118,89,56,,0,FR1
2024-07-29 16:11:30,8,3.94,2.0,FR1,Pellet,Left,118,89,57,12.32,0,FR1
2024-07-29 16:12:00,8,3.94,,FR1,Poke,Left,119,89,57,,0,FR1
2024-07-29 16:12:01,8,3.94,1.0,FR1,Pellet,Left,119,89,58,0.31,0,FR1
2024-07-29 16:12:24,8,3.94,,FR1,Poke,Left,120,89,58,,0,FR1
2024-07-29 16:12:25,8,3.94,1.0,FR1,Pellet,Left,120,89,59,0.44,0,FR1
2024-07-29 16:12:42,8,3.94,,FR1,Poke,Left,121,89,59,,0,FR1
2024-07-29 16:12:45,8,3.94,2.0,FR1,Pellet,Left,121,89,60,0.37,0,FR1
2024-07-29 16:12:59,8,3.94,,FR1,Poke,Left,122,89,60,,0,FR1
2024-07-29 16:13:00,8,3.94,1.0,FR1,Pellet,Left,122,89,61,0.12,0,FR1
2024-07-29 16:13:19,8,3.94,,FR1,Poke,Left,123,89,61,,0,FR1
2024-07-29 16:13:20,8,3.94,1.0,FR1,Pellet,Left,123,89,62,0.37,0,FR1
2024-07-29 16:13:50,8,3.94,,FR1,Poke,Left,124,89,62,,0,FR1
2024-07-29 16:13:51,8,3.94,2.0,FR1,Pellet,Left,124,89,63,0.12,0,FR1
2024-07-29 16:14:11,8,3.94,,FR1,Poke,Left,125,89,63,,0,FR1
2024-07-29 16:14:12,8,3.94,1.0,FR1,Pellet,Left,125,89,64,0.37,0,FR1
2024-07-29 16:14:31,8,3.94,,FR1,Poke,Left,126,89,64,,0,FR1
2024-07-29 16:14:32,8,3.94,2.0,FR1,Pellet,Left,126,89,65,0.19,0,FR1
2024-07-29 16:14:48,8,3.94,,FR1,Poke,Left,127,89,65,,0,FR1
2024-07-29 16:14:49,8,3.94,1.0,FR1,Pellet,Left,127,89,66,0.25,0,FR1
2024-07-29 16:15:15,8,3.94,,FR1,Poke,Left,128,89,66,,0,FR1
2024-07-29 16:15:16,8,3.94,1.0,FR1,Pellet,Left,128,89,67,0.5,0,FR1
2024-07-29 16:15:32,8,3.94,,FR1,Poke,Left,129,89,67,,0,FR1
2024-07-29 16:15:34,8,3.94,1.0,FR1,Pellet,Left,129,89,68,1.26,0,FR1
2024-07-29 16:16:50,8,3.94,,FR1,Poke,Left,130,89,68,,0,FR1
2024-07-29 16:16:51,8,3.94,1.0,FR1,Pellet,Left,130,89,69,0.5,0,FR1
2024-07-29 16:17:11,8,3.94,,FR1,Poke,Left,131,89,69,,0,FR1
2024-07-29 16:17:15,8,3.94,2.0,FR1,Pellet,Left,131,89,70,0.31,0,FR1
2024-07-29 16:18:15,8,3.94,,FR1,Poke,Left,132,89,70,,0,FR1
2024-07-29 16:18:16,8,3.94,1.0,FR1,Pellet,Left,132,89,71,0.31,0,FR1
2024-07-29 16:20:17,8,3.94,,FR1,Poke,Left,132,90,71,,0,FR1
