Timestamp,Temperature,ElapsedSecs,BatteryVoltage,DeviceNumber,LeftCount,LeftDur,RightCount,RightDur,LeftFeedCount,LeftFeedDur,FeedParadigm
12/7/2024 14:35:56,22.00,26.93,3.99,10,0,0,0,0,0,0,Free
12/7/2024 14:37:03,22.00,30.35,3.99,10,0,0,0,0,1,0,Free
12/7/2024 14:37:47,22.00,32.92,3.99,10,0,0,0,0,2,0,Free
12/7/2024 14:37:48,22.00,33.53,3.99,10,0,0,0,0,3,0,Free
12/7/2024 14:37:50,22.00,34.15,3.99,10,0,0,0,0,4,0,Free
12/7/2024 14:37:58,22.00,35.05,3.99,10,0,0,0,0,5,0,Free
12/7/2024 14:38:24,22.00,36.78,3.99,10,0,0,0,0,6,0,Free
12/7/2024 14:38:50,22.00,38.51,3.99,10,0,0,0,0,7,0,Free
12/7/2024 14:38:56,22.00,39.13,3.98,10,0,0,0,0,8,0,Free
12/7/2024 14:39:00,22.00,39.74,3.99,10,0,0,0,0,9,0,Free
12/7/2024 14:39:02,22.00,40.35,3.98,10,0,0,0,0,10,0,Free
12/7/2024 14:39:02,22.00,40.97,3.98,10,0,0,0,0,11,0,Free
12/7/2024 14:39:08,22.00,41.59,3.99,10,0,0,0,0,12,0,Free
12/7/2024 14:39:12,22.00,42.20,3.99,10,0,0,0,0,13,0,Free
12/7/2024 14:39:15,22.00,42.82,3.99,10,0,0,0,0,14,0,Free
12/7/2024 14:39:17,22.00,43.43,3.99,10,0,0,0,0,15,0,Free
12/7/2024 14:39:19,22.00,44.05,3.99,10,0,0,0,0,16,0,Free
12/7/2024 14:39:22,22.00,44.66,3.99,10,0,0,0,0,17,0,Free
12/7/2024 14:40:28,22.00,48.06,3.99,10,0,0,0,0,18,0,Free
12/7/2024 14:40:28,22.00,48.68,3.99,10,0,0,0,0,19,0,Free
12/7/2024 14:40:29,22.00,49.29,3.99,10,0,0,0,0,20,0,Free
12/7/2024 14:40:34,22.00,49.91,3.99,10,0,0,0,0,21,0,Free
12/7/2024 14:40:35,22.00,50.52,3.98,10,0,0,0,0,22,0,Free
12/7/2024 14:40:43,22.00,51.42,3.99,10,0,0,0,0,23,0,Free
12/7/2024 14:40:46,22.00,52.03,3.99,10,0,0,0,0,24,0,Free
12/7/2024 14:40:53,22.00,52.93,3.99,10,0,0,0,0,25,0,Free
12/7/2024 14:40:57,22.00,53.54,3.99,10,0,0,0,0,26,0,Free
12/7/2024 14:41:00,22.00,54.16,3.98,10,0,0,0,0,27,0,Free
12/7/2024 14:41:03,22.00,54.77,3.99,10,0,0,0,0,28,0,Free
12/7/2024 14:41:41,22.00,57.06,3.99,10,0,0,0,0,29,0,Free
12/7/2024 14:41:46,22.00,57.67,3.99,10,0,0,0,0,30,0,Free
12/7/2024 14:41:55,22.00,58.57,3.99,10,0,0,0,0,31,0,Free
12/7/2024 14:45:15,22.00,68.38,4.00,10,0,0,0,0,32,0,Free
12/7/2024 14:45:20,22.00,69.00,3.99,10,0,0,0,0,33,0,Free
12/7/2024 14:45:25,22.00,69.62,3.99,10,0,0,0,0,34,0,Free
12/7/2024 14:45:28,22.00,70.23,3.99,10,0,0,0,0,35,0,Free
12/7/2024 14:45:32,22.00,70.84,3.98,10,0,0,0,0,36,0,Free
12/7/2024 14:45:34,22.00,71.46,3.99,10,0,0,0,0,37,0,Free
12/7/2024 14:45:40,22.00,72.07,3.99,10,0,0,0,0,38,0,Free
12/7/2024 14:45:41,22.00,72.69,3.99,10,0,0,0,0,39,0,Free
12/7/2024 14:45:42,22.00,73.30,3.99,10,0,0,0,0,40,0,Free
12/7/2024 14:45:43,22.00,73.92,3.99,10,0,0,0,0,41,0,Free
12/7/2024 14:46:15,22.00,75.93,3.99,10,0,0,0,0,42,0,Free
12/7/2024 14:46:16,22.00,76.55,3.99,10,0,0,0,0,43,0,Free
12/7/2024 14:48:14,21.75,82.45,3.99,10,0,0,0,0,44,0,Free
12/7/2024 14:49:01,21.75,85.02,3.99,10,0,0,0,0,45,0,Free
12/7/2024 14:49:33,21.75,87.03,3.99,10,0,0,0,0,46,0,Free
12/7/2024 14:49:43,21.75,87.92,3.99,10,0,0,0,0,47,0,Free
12/7/2024 14:49:56,21.75,89.09,3.99,10,0,0,0,0,48,0,Free
12/7/2024 14:50:05,21.75,89.99,3.99,10,0,0,0,0,49,0,Free
12/7/2024 14:50:09,21.75,90.60,3.99,10,0,0,0,0,50,0,Free
12/7/2024 14:50:19,21.75,91.50,3.99,10,0,0,0,0,51,0,Free
12/7/2024 14:50:39,21.75,92.95,3.98,10,0,0,0,0,52,0,Free
